iid,gcd,student_entity_id,total_minutes,content_progress
SOU2LT,GRADE1,9170917,1374,0.858
EIS2LR,GRADE2,9113450,617,0.179
SOU2LT,GRADE2,9115481,1122,0.453
EIS2LR,GRADE1,9140830,1806,0.615
ORA2LT,GRADE1,9149433,986,0.474
ORA2LT,GRADE1,9077054,1236,0.539
SKY2LS,GRADE1,9079404,3136,1
MIL2LT,GRADE2,9146851,1792,0.372
MIL2LT,GRADE1,9140252,1490,0.917
ORA2LT,GRADE1,9140360,1863,1
ORA2LT,GRADE1,9147966,1119,0.391
ORA2LT,GRADE1,9140356,1378,0.807
PON2LR,GRADE1,9069278,0,0
PON2LR,GRADE1,9135403,0,0
PON2LR,GRADE1,9144171,17,0.004
PON2LR,GRADE1,9068331,23,0.002
PON2LR,GRADE1,9068348,67,0.023
PON2LR,GRADE1,9114275,0,0
PON2LR,GRADE1,9114248,16,0
PON2LR,GRADE1,9090088,0,0
PON2LR,GRADE1,9092047,0,0
SKY2LS,GRADE1,9127657,2090,0.601
PON2LR,GRADE1,9144170,30,0.011
PON2LR,GRADE1,9068335,35,0.028
PON2LR,GRADE1,9068723,0,0
PON2LR,GRADE1,9147318,0,0
PON2LR,GRADE1,9114921,0,0
PON2LR,GRADE1,9141626,327,0.112
PON2LR,GRADE1,9144167,0,0
PON2LR,GRADE1,9144174,18,0
PON2LR,GRADE1,9144076,61,0.023
PON2LR,GRADE1,9092158,0,0
PON2LR,GRADE1,9095296,134,0.114
PON2LR,GRADE1,9144309,23,0.009
PON2LR,GRADE1,9093199,0,0
PON2LR,GRADE1,9113864,85,0.056
PON2LR,GRADE1,9144172,156,0.124
PON2LR,GRADE1,9144080,16,0.007
PON2LR,GRADE1,9114394,0,0
SKY2LS,GRADE1,9070691,1890,1
PON2LR,GRADE1,9114245,55,0.016
PON2LR,GRADE1,9092789,0,0
PON2LR,GRADE1,9092142,0,0
PON2LR,GRADE1,9092060,109,0.082
PON2LR,GRADE1,9148810,0,0
PON2LR,GRADE1,9078211,600,0.394
PON2LR,GRADE1,9151989,0,0
PON2LR,GRADE1,9144173,13,0
PON2LR,GRADE1,9069029,13,0
PON2LR,GRADE1,9092157,0,0
PON2LR,GRADE1,9094535,14,0.002
PON2LR,GRADE1,9095357,61,0.02
PON2LR,GRADE1,9144288,80,0.016
MIL2LT,GRADE1,9117410,1645,0.814
ORA2LT,GRADE1,9108765,1639,0.73
ORA2LT,GRADE1,9108776,1738,0.704
GUL2LN,GRADE1,9082427,3084,1
OZO2OC,GRADE2,9085393,1989,0.722
OZO2OC,GRADE2,9087983,2835,1
GUL2LN,GRADE1,9148588,2333,0.528
MEL2LN,GRADE1,9113319,0,0
MEL2LN,GRADE1,9113310,0,0
BAY2LM,GRADE1,9077426,911,0.352
PLU2LS,GRADE1,9075395,1959,1
PLU2LS,GRADE1,9076493,2236,0.537
MEL2LN,GRADE1,9076597,77,0.033
PLU2LS,GRADE1,9151636,1232,0.586
DOU2LN,GRADE1,9142180,43,0.016
CRO2LU,GRADE1,9149298,330,0.258
PLU2LS,GRADE1,9140942,749,0.234
FOR2OB,GRADE1,9147618,2485,1
FOR2OB,GRADE1,9147619,464,0.122
MEL2LN,GRADE1,9087450,29,0
CRO2LU,GRADE1,10576146,317,0.197
PLU2LS,GRADE2,9148768,2247,0.903
PLU2LS,GRADE1,9147617,2192,1
SEM2LT,GRADE1,9117175,1302,1
SEM2LT,GRADE1,9093211,2813,0.986
SEM2LT,GRADE1,9143747,1327,0.579
SEM2LT,GRADE1,9141457,1586,1
SEM2LT,GRADE1,9068753,1676,0.577
SEM2LT,GRADE1,9091389,2202,0.936
SEM2LT,GRADE1,9091129,1593,1
SEM2LT,GRADE1,9096752,1434,0.457
SEM2LT,GRADE1,9129243,2124,1
SEM2LT,GRADE1,9068539,1666,1
SEM2LT,GRADE1,9069154,2195,1
SEM2LT,GRADE1,9090770,1915,1
SEM2LT,GRADE1,9091136,1136,0.767
SEM2LT,GRADE1,9091146,925,0.584
SEM2LT,GRADE1,9091117,3400,1
SEM2LT,GRADE1,9092089,2181,0.948
ANO2LT,GRADE1,9151964,1499,0.61
SEM2LT,GRADE1,9143333,2636,1
DUN2OD,GRADE1,9092494,2092,0.835
SEM2LT,GRADE2,9127093,2910,1
SEM2LT,GRADE2,9083620,2542,0.963
SEM2LT,GRADE2,9091471,3759,1
BRO2OC,GRADE1,9119207,2591,0.896
BRO2OC,GRADE1,9083422,2164,0.896
BRO2OC,GRADE1,9100993,2218,1
BRO2OC,GRADE1,9093295,3832,1
BRO2OC,GRADE1,9140058,1685,0.793
BRO2OC,GRADE1,9143666,1980,1
BRO2OC,GRADE2,9115072,1752,0.592
BRO2OC,GRADE1,9144543,1478,0.436
BRO2OC,GRADE1,9151215,1803,0.258
BRO2OC,GRADE1,9077418,2650,1
BRO2OC,GRADE2,9077645,1738,0.598
BRO2OC,GRADE1,9082008,1821,0.678
BRO2OC,GRADE1,9143424,1098,0.403
BRO2OC,GRADE1,9143294,1723,1
BRO2OC,GRADE2,9143371,2372,0.826
BRO2OC,GRADE1,9069017,2067,0.577
SEM2LT,GRADE1,9115169,1575,1
ANO2LT,GRADE1,9147204,1129,0.473
SUT2OC,GRADE2,9115200,112,0.022
DUN2OD,GRADE1,9085865,1612,0.758
DUN2OD,GRADE1,9138674,1648,0.758
SUT2OC,GRADE1,9117502,1313,1
SUT2OC,GRADE1,9141624,2068,1
DUN2OD,GRADE2,9081941,1280,0.366
DUN2OD,GRADE1,9077846,2567,0.551
CRO2LU,GRADE1,9143168,2214,0.854
CRO2LU,GRADE1,9143707,1697,0.708
CRO2LU,GRADE1,9143817,2297,0.835
FOR2OB,GRADE2,9102029,392,0.04
MEL2LN,GRADE1,9101980,49,0.02
MEL2LN,GRADE1,9143711,90,0.025
MEL2LN,GRADE1,9107866,1,0
PLU2LS,GRADE1,9101922,1884,0.481
PLU2LS,GRADE1,9102470,1905,0.586
PLU2LS,GRADE1,9102296,1884,0.744
PLU2LS,GRADE1,9102322,2785,1
BAY2LM,GRADE1,9068521,2479,1
PLU2LS,GRADE1,9125936,1963,0.481
PLU2LS,GRADE1,9069056,1713,0.845
MEL2LN,GRADE1,9068954,0,0
DOU2LN,GRADE1,9084746,0,0
CRO2LU,GRADE1,9126019,1944,1
CRO2LU,GRADE1,9126295,1158,0.331
CRO2LU,GRADE1,9128536,0,0
CRO2LU,GRADE1,9151058,1687,0.894
CRO2LU,GRADE1,9125754,0,0
SUN2OC,GRADE1,9085674,2744,1
SUN2OC,GRADE1,9141890,2691,1
SUN2OC,GRADE1,9141505,543,0.394
SUN2OC,GRADE1,9115207,1837,1
SUN2OC,GRADE1,9131939,2002,1
SUN2OC,GRADE1,9151520,1971,0.751
SUN2OC,GRADE1,9151533,1855,1
SUN2OC,GRADE1,9068527,3475,1
SUN2OC,GRADE1,9084770,3096,1
SUN2OC,GRADE1,9084728,349,0.136
SUN2OC,GRADE1,9085652,3275,1
SUN2OC,GRADE1,9085654,2823,1
SUN2OC,GRADE1,9086358,1926,1
SUN2OC,GRADE1,9086248,2860,1
SUN2OC,GRADE1,9086255,1893,1
SUN2OC,GRADE1,9086257,2178,0.54
SUN2OC,GRADE1,9127463,2474,1
SUN2OC,GRADE1,9142748,2983,1
SUN2OC,GRADE1,9077917,1715,0.296
SUN2OC,GRADE1,9119730,2376,0.889
SUN2OC,GRADE2,9142353,693,0.358
SUN2OC,GRADE1,9119740,2948,1
SUN2OC,GRADE1,9081670,1408,0.795
SUT2OC,GRADE1,9140371,1510,0.61
SUT2OC,GRADE2,9101975,2059,0.724
SEM2LT,GRADE1,9074901,1867,1
ANO2LT,GRADE1,9068942,1102,0.187
SEM2LT,GRADE1,9077820,1577,0.814
SEM2LT,GRADE1,9077857,3239,1
SEM2LT,GRADE1,9077934,1608,1
SEM2LT,GRADE1,9077915,1727,0.758
SEM2LT,GRADE1,9074854,1798,1
SEM2LT,GRADE1,10334935,971,0.227
SUT2OC,GRADE1,9139051,1573,1
SUT2OC,GRADE1,9118257,1306,0.945
SUT2OC,GRADE1,9141172,2213,1
SUT2OC,GRADE1,9140949,2645,1
SUT2OC,GRADE1,9153111,2096,0.898
SUT2OC,GRADE1,9127129,1939,1
SUT2OC,GRADE1,9143618,2020,1
SUT2OC,GRADE1,9068454,2157,1
SUT2OC,GRADE1,9067986,1765,1
SUT2OC,GRADE1,9098870,2859,1
SUT2OC,GRADE1,9082430,1508,1
SUT2OC,GRADE1,9089814,1564,0.575
SUT2OC,GRADE1,9138149,1231,0.699
SUT2OC,GRADE1,9147903,1503,0.579
SUT2OC,GRADE1,9136880,456,0.345
SUT2OC,GRADE1,9141166,2239,1
MCM2LR,GRADE2,9115974,1583,0.546
MCM2LR,GRADE2,9113515,1196,0.578
HIG2LS,GRADE2,9172257,1836,1
MCM2LR,GRADE1,9083133,2173,1
NOR2LM,GRADE1,9091535,1733,0.561
NOR2LM,GRADE2,9071015,2364,0.824
NOR2LM,GRADE1,9151193,1899,0.556
NOR2LM,GRADE1,9085624,0,0
HIG2LS,GRADE1,9120587,271,0.117
HIG2LS,GRADE1,9112716,157,0.068
MCM2LR,GRADE1,9149797,2558,0.845
HIG2LS,GRADE1,9127179,550,0.274
HIG2LS,GRADE1,9101593,227,0.204
STA2LT,GRADE1,9068476,2005,0.889
NOR2LN,GRADE1,9101623,1984,1
MID2LM,GRADE1,9139007,334,0.131
NOR2LN,GRADE2,9138298,713,0.318
NOR2LN,GRADE1,9138040,1284,1
STA2LT,GRADE1,9137618,1857,0.326
STA2LT,GRADE1,9139537,2081,1
STA2LT,GRADE2,9138041,2529,0.703
NOR2LN,GRADE1,9148624,1071,0.643
STA2LT,GRADE1,9148926,2469,1
MID2LM,GRADE1,9147748,291,0.126
NOR2LN,GRADE1,9101869,66,0.023
NOR2LN,GRADE1,9116040,631,0.267
NOR2LN,GRADE1,9098002,807,0.375
NOR2LN,GRADE1,9074747,1361,1
NOR2LN,GRADE1,9110050,669,0.363
NOR2LN,GRADE1,9110099,3,0
STA2LT,GRADE2,9147511,13,0
STA2LT,GRADE2,9072629,1745,0.778
ORA2LT,GRADE1,9112483,1561,0.88
ORA2LT,GRADE1,9108773,2008,1
ORA2LT,GRADE1,9118098,783,0.415
ORA2LT,GRADE1,9143322,1521,0.858
ORA2LT,GRADE1,9087391,1562,0.95
ORA2LT,GRADE1,9073270,2013,0.976
ORA2LT,GRADE1,9117729,2173,1
ORA2LT,GRADE1,9118100,966,0.61
PON2LR,GRADE1,9147518,47,0.011
MIL2LT,GRADE1,9113546,547,0.141
PON2LR,GRADE1,9143382,40,0.009
SKY2LS,GRADE1,9113816,3431,1
SKY2LS,GRADE1,9118337,1991,1
SKY2LS,GRADE1,9070594,3217,0.654
SKY2LS,GRADE1,9068207,1957,0.842
SKY2LS,GRADE1,9068535,3276,1
SKY2LS,GRADE1,9068517,3196,1
SKY2LS,GRADE1,9068577,2083,0.77
SKY2LS,GRADE1,9138199,1448,0.774
SKY2LS,GRADE1,9114796,1142,0.453
SKY2LS,GRADE1,9133867,1350,0.591
SKY2LS,GRADE1,9150220,3232,1
SKY2LS,GRADE1,9124534,2685,0.833
FUG2LT,GRADE1,9152099,2129,0.814
GUL2LM,GRADE1,9098380,450,0.173
BEA2LM,GRADE1,9142870,2699,1
GUL2LM,GRADE2,9068952,74,0.024
GUL2LM,GRADE1,9112913,322,0.225
BEA2LM,GRADE1,9097637,1622,0.845
BEA2LM,GRADE1,9170621,852,0.474
CAM2LM,GRADE1,9087345,31,0
SAN2LR,GRADE1,9083425,347,0.119
FUG2LT,GRADE1,9776571,2396,1
FUG2LT,GRADE2,10565773,731,0.326
GUL2LM,GRADE1,9114286,64,0.014
CAM2LM,GRADE1,9249493,822,0.326
BEA2LM,GRADE1,9120366,2466,1
CAM2LM,GRADE1,9143668,0,0
CAM2LM,GRADE1,9146750,0,0
FUG2LT,GRADE1,9074157,1579,0.831
FUG2LT,GRADE1,9115049,1346,0.513
CAM2LM,GRADE1,9140686,0,0
CAM2LM,GRADE1,10394956,116,0.02
CAM2LM,GRADE2,10394955,68,0.002
SAN2LR,GRADE1,9152894,213,0.124
SAN2LR,GRADE1,9094188,601,0.164
SAN2LR,GRADE1,9090531,1320,0.708
SAN2LR,GRADE1,9121416,1130,0.699
MCM2LR,GRADE1,9113089,2356,1
MCM2LR,GRADE1,9113902,1863,0.856
NOR2LM,GRADE1,9119144,2413,0.751
NOR2LM,GRADE1,9117946,1893,0.558
NOR2LM,GRADE1,9117947,1230,0.443
NOR2LM,GRADE1,9068333,1609,0.42
NOR2LM,GRADE1,9091044,2194,0.523
NOR2LM,GRADE1,9118674,2076,0.513
NOR2LM,GRADE1,9152403,2340,1
NOR2LM,GRADE1,9099974,2179,0.831
NOR2LM,GRADE1,9145821,1412,0.408
NOR2LM,GRADE1,9070973,1550,0.852
NOR2LM,GRADE1,9109545,2041,0.526
NOR2LM,GRADE1,9123121,1832,1
NOR2LM,GRADE1,9140784,1076,0.46
NOR2LM,GRADE1,9086786,1915,1
NOR2LM,GRADE1,9146695,1925,1
NOR2LM,GRADE1,9070969,2410,0.824
NOR2LM,GRADE1,9101880,1347,0.704
NOR2LM,GRADE1,9109536,2587,0.887
NOR2LM,GRADE1,9099823,987,0.335
NOR2LM,GRADE1,9106413,2445,1
NOR2LM,GRADE1,9134321,2218,1
NOR2LM,GRADE1,9068365,2051,0.549
NOR2LM,GRADE1,9068390,2305,0.835
SKY2LS,GRADE1,9140677,1575,1
SKY2LS,GRADE1,9152076,2081,1
SKY2LS,GRADE1,9068457,2115,0.936
SKY2LS,GRADE1,9068519,1892,0.624
SKY2LS,GRADE1,9068494,1624,0.992
SKY2LS,GRADE1,9068581,2350,1
SKY2LS,GRADE1,9146664,2038,0.45
SKY2LS,GRADE1,9092439,1693,1
SKY2LS,GRADE1,9142321,1862,0.939
SKY2LS,GRADE1,9133678,3456,1
SKY2LS,GRADE1,9126495,2550,1
SKY2LS,GRADE1,9068204,1669,1
SKY2LS,GRADE1,9068440,2340,1
SKY2LS,GRADE1,9068497,1429,1
SKY2LS,GRADE1,9113044,2284,0.84
SKY2LS,GRADE1,9139453,1127,0.26
SKY2LS,GRADE1,9138157,4179,0.76
SKY2LS,GRADE1,9143736,3497,1
SKY2LS,GRADE1,9140301,0,0
SKY2LS,GRADE1,9149684,1617,0.319
SKY2LS,GRADE1,9091655,1432,0.619
SKY2LS,GRADE1,9088624,1210,0.464
SKY2LS,GRADE1,9142940,1010,0.436
SKY2LS,GRADE1,9071472,1423,0.941
SKY2LS,GRADE1,9129120,1820,0.765
SKY2LS,GRADE1,9068170,2174,1
SKY2LS,GRADE1,9138682,1967,1
SUT2OC,GRADE1,9151817,1636,1
SUT2OC,GRADE1,9153108,2147,0.812
SUT2OC,GRADE1,9127300,2619,1
SUT2OC,GRADE1,9117574,1490,0.941
SUT2OC,GRADE1,9068455,2281,1
SUT2OC,GRADE1,9068433,2085,1
SUT2OC,GRADE1,9067980,2137,1
SUT2OC,GRADE2,9297202,1771,0.64
SUT2OC,GRADE1,9068777,2312,1
SUT2OC,GRADE1,9118183,1479,1
SUT2OC,GRADE1,9137562,2888,1
SUT2OC,GRADE1,9141173,1342,0.988
SUT2OC,GRADE1,9151307,2085,1
SUT2OC,GRADE1,9142125,1827,1
SUT2OC,GRADE1,9142129,2641,1
SUT2OC,GRADE1,9127188,3137,1
SUT2OC,GRADE1,9142796,1592,0.957
SUT2OC,GRADE1,9068482,1997,0.753
SUT2OC,GRADE1,9100063,1343,0.772
SUT2OC,GRADE1,9077544,1518,0.739
SUT2OC,GRADE1,9093418,1997,1
SUT2OC,GRADE1,9140335,1402,0.767
SUT2OC,GRADE1,9141157,1347,0.861
SUT2OC,GRADE1,9151819,1672,1
SUT2OC,GRADE1,9153103,1360,0.802
SUT2OC,GRADE1,9068493,1591,0.645
SUT2OC,GRADE1,9117262,2681,1
NOR2LM,GRADE1,9068981,1129,0.373
NOR2LM,GRADE1,9068714,1475,0.69
NOR2LM,GRADE1,9123698,2730,1
NOR2LM,GRADE1,9106409,1968,0.406
NOR2LM,GRADE1,9146228,1444,0.882
NOR2LM,GRADE1,9070957,2156,0.509
NOR2LM,GRADE1,9071136,1640,1
NOR2LM,GRADE1,9068772,1904,0.53
NOR2LM,GRADE1,9103699,2600,0.863
NOR2LM,GRADE2,9106433,2590,0.848
NOR2LM,GRADE1,9140832,1179,0.156
NOR2LM,GRADE1,9079785,1330,0.101
NOR2LM,GRADE1,9135250,1225,0.044
NOR2LM,GRADE1,9249042,0,0
SEV2LM,GRADE1,9106584,2361,1
MCM2LR,GRADE1,9118535,1652,1
HIG2LS,GRADE1,9146766,216,0.105
NOR2LM,GRADE1,9084460,1658,0.495
SEV2LM,GRADE1,9073464,2752,0.845
HIG2LS,GRADE1,9122792,465,0.26
NOR2LM,GRADE1,9115124,2212,0.756
HIG2LS,GRADE1,9146736,669,0.464
MCM2LR,GRADE1,9085719,0,0
SEV2LM,GRADE1,9139938,2388,1
HIG2LS,GRADE1,9135257,596,0.168
HIG2LS,GRADE2,9115077,1286,0.345
LEA2LN,GRADE1,9172509,2176,0.917
LEA2LN,GRADE1,9249722,801,0.194
SUT2OC,GRADE1,9117278,1837,1
SUT2OC,GRADE1,9067990,2116,1
SUT2OC,GRADE1,9099816,1676,1
SUT2OC,GRADE1,9089635,1610,1
SUT2OC,GRADE1,9113597,1540,0.856
SUT2OC,GRADE1,9070696,2015,1
SUT2OC,GRADE1,9118258,2152,1
SUT2OC,GRADE1,9137854,1138,0.443
SUT2OC,GRADE1,9141194,1229,1
SUT2OC,GRADE1,9151309,1411,0.65
SUT2OC,GRADE1,9117208,1443,0.77
SUT2OC,GRADE1,9117258,1593,0.955
SUT2OC,GRADE1,9143617,1783,1
SUT2OC,GRADE1,9068480,1461,0.732
SUT2OC,GRADE1,9067973,0,0
SUT2OC,GRADE1,9068001,1944,1
SUT2OC,GRADE1,9100157,1706,0.683
SUT2OC,GRADE1,9100060,1204,0.685
ANO2LT,GRADE1,9114347,1674,1
ANO2LT,GRADE1,9095508,1286,0.366
ANO2LT,GRADE1,9073053,1693,0.706
ANO2LT,GRADE1,9071856,1396,0.389
ANO2LT,GRADE1,9144326,0,0
ANO2LT,GRADE1,9144330,2227,1
ANO2LT,GRADE1,9144347,1472,0.746
SKY2LS,GRADE1,9141286,1799,0.481
SKY2LS,GRADE1,9090466,3227,0.734
SKY2LS,GRADE1,9068459,1123,0.53
SKY2LS,GRADE1,9068461,4444,1
SKY2LS,GRADE1,9068522,3366,1
SKY2LS,GRADE1,9068474,1841,0.845
SKY2LS,GRADE1,9143350,1074,0.661
ORA2LT,GRADE1,9146749,1871,1
PON2LR,GRADE1,9083025,48,0.033
SKY2LS,GRADE1,9082333,1533,0.704
MIL2LT,GRADE1,9089162,1389,1
SKY2LS,GRADE1,9084489,1977,1
ORA2LT,GRADE1,9141662,966,0.516
SKY2LS,GRADE2,9119752,1871,0.427
PON2LR,GRADE2,9115772,46,0.022
PON2LR,GRADE1,9076626,205,0.164
ORA2LT,GRADE2,9076537,1772,0.619
ORA2LT,GRADE1,9119638,1245,0.373
ORA2LT,GRADE1,9077887,858,0.333
PON2LR,GRADE1,9076717,53,0.025
SKY2LS,GRADE1,9076806,0,0
SKY2LS,GRADE1,9076811,1457,0.49
SKY2LS,GRADE2,9076812,814,0.322
ANO2LT,GRADE1,9127536,1677,1
ANO2LT,GRADE1,9071393,1767,0.889
ANO2LT,GRADE1,9143784,1529,1
ANO2LT,GRADE1,9135668,1309,0.763
ANO2LT,GRADE1,9142568,2369,1
ANO2LT,GRADE1,9147250,2014,0.985
ANO2LT,GRADE1,9115915,1163,0.507
ANO2LT,GRADE1,9138109,1429,0.927
ANO2LT,GRADE1,9070783,2023,1
ANO2LT,GRADE1,9142954,1283,0.657
ANO2LT,GRADE1,9137454,1297,0.563
ANO2LT,GRADE1,9135500,1209,0.422
ANO2LT,GRADE2,9148122,1371,0.709
ANO2LT,GRADE2,9127665,2172,1
ANO2LT,GRADE1,9141339,1645,0.894
ANO2LT,GRADE1,9101176,1510,0.69
ANO2LT,GRADE1,9144328,1684,1
ANO2LT,GRADE1,9144325,1360,0.641
ANO2LT,GRADE1,9094386,1434,0.917
ANO2LT,GRADE1,9093186,1918,1
ANO2LT,GRADE1,9133193,1669,0.594
ANO2LT,GRADE1,9135272,1888,1
ANO2LT,GRADE1,9135271,1913,1
HIG2LS,GRADE1,9115112,130,0.035
SEV2LM,GRADE1,9142501,1594,0.964
SEV2LM,GRADE1,9095738,1927,1
SEV2LM,GRADE1,9096311,1407,0.861
SEV2LM,GRADE1,9137498,2005,1
SEV2LM,GRADE1,9141747,2240,1
SEV2LM,GRADE1,9140747,2615,0.873
SEV2LM,GRADE1,9151961,2070,0.875
SEV2LM,GRADE1,9151862,2624,1
SEV2LM,GRADE1,9119959,4568,0.854
SEV2LM,GRADE1,9141078,1634,0.542
SEV2LM,GRADE1,9114844,2009,0.875
SEV2LM,GRADE1,9117348,3473,0.84
SEV2LM,GRADE1,9145297,2268,0.507
SEV2LM,GRADE1,9142395,2128,1
SEV2LM,GRADE1,9109219,1980,0.784
SEV2LM,GRADE1,9137909,0,0
SEV2LM,GRADE1,9152151,1945,0.842
SEV2LM,GRADE1,9152651,1159,0.31
SEV2LM,GRADE1,9070664,2140,1
SEV2LM,GRADE1,9114218,2030,0.641
SEV2LM,GRADE1,9096087,1684,1
SEV2LM,GRADE1,9086083,1400,0.471
SEV2LM,GRADE1,9139935,2256,1
SEV2LM,GRADE1,9147058,2499,1
SEV2LM,GRADE1,9129704,0,0
SEV2LM,GRADE1,9137530,2041,0.575
ANO2LT,GRADE1,9137499,2025,0.941
ANO2LT,GRADE1,9144383,1224,0.462
ANO2LT,GRADE1,9140469,1620,0.971
ANO2LT,GRADE1,9147992,1799,1
ANO2LT,GRADE1,9083171,1411,0.631
ANO2LT,GRADE1,9086506,1622,0.46
ANO2LT,GRADE1,9085713,1522,0.69
ANO2LT,GRADE1,9138039,2104,0.933
ANO2LT,GRADE1,9129317,2127,0.849
ANO2LT,GRADE1,9120167,1495,0.854
ANO2LT,GRADE1,9137289,1466,0.57
ANO2LT,GRADE1,9144615,3045,0.898
ANO2LT,GRADE1,9140445,2163,0.88
ANO2LT,GRADE2,9137288,1678,0.406
SEM2LT,GRADE1,9148012,470,0.216
DUN2OD,GRADE1,9144033,1492,0.734
ANO2LT,GRADE1,9068505,1291,0.424
ANO2LT,GRADE1,9070729,1291,0.504
ANO2LT,GRADE1,9140569,1810,1
SEM2LT,GRADE1,9075680,2062,0.88
SEM2LT,GRADE1,9148091,2331,0.882
SEV2LM,GRADE1,9091533,1786,0.403
SEV2LM,GRADE1,9091062,2074,1
SEV2LM,GRADE2,9141102,2073,0.636
SEV2LM,GRADE1,9113086,2150,1
SEV2LM,GRADE1,9074418,2327,0.638
SEV2LM,GRADE1,9140698,2395,1
SEV2LM,GRADE1,9152109,1838,0.577
SEV2LM,GRADE1,9146638,2294,1
SEV2LM,GRADE1,9113367,2950,1
SEV2LM,GRADE1,9114452,1518,0.678
SEV2LM,GRADE1,9091886,2515,1
SEV2LM,GRADE1,9092088,1868,0.903
SEV2LM,GRADE1,9117423,2439,0.856
NOR2LM,GRADE1,9126949,1850,0.427
HIG2LS,GRADE1,9083836,842,0.277
MCM2LR,GRADE1,9143346,2612,0.873
HIG2LS,GRADE1,9090102,551,0.188
MCM2LR,GRADE1,9141903,2022,0.889
NOR2LM,GRADE2,9084036,1404,0.1
SEV2LM,GRADE1,9140296,2179,1
HIG2LS,GRADE1,9119783,107,0.03
MCM2LR,GRADE2,9100268,0,0
SEV2LM,GRADE2,9144854,1447,0.681
MCM2LR,GRADE1,9149292,1430,0.474
MCM2LR,GRADE1,9088197,2430,1
MCM2LR,GRADE1,9139053,1943,0.971
MCM2LR,GRADE1,9123686,2034,1
MCM2LR,GRADE1,9090124,1816,0.64
MCM2LR,GRADE1,9084797,2302,1
MCM2LR,GRADE1,9085611,2907,0.997
MCM2LR,GRADE1,9084487,3019,1
MCM2LR,GRADE1,9084473,2369,1
MCM2LR,GRADE1,9084841,1637,0.565
MCM2LR,GRADE1,9141632,3323,1
MCM2LR,GRADE1,9091349,0,0
MCM2LR,GRADE1,9142163,770,0.188
MCM2LR,GRADE1,9139725,130,0
MCM2LR,GRADE1,9071133,2427,1
HIG2LS,GRADE1,9106448,0,0
MCM2LR,GRADE1,9082065,1455,0.495
MCM2LR,GRADE1,9139048,2116,0.777
MCM2LR,GRADE1,9100034,2420,1
MCM2LR,GRADE1,9119428,1550,0.659
MCM2LR,GRADE1,9085629,2127,0.791
MCM2LR,GRADE1,9085633,2355,1
MCM2LR,GRADE1,9084397,0,0
MCM2LR,GRADE1,9084459,2385,1
MCM2LR,GRADE1,9142290,1929,1
MCM2LR,GRADE1,9116088,1502,0.563
MCM2LR,GRADE1,9088199,1839,0.647
MCM2LR,GRADE1,9123687,0,0
MCM2LR,GRADE1,9142149,1901,1
MCM2LR,GRADE1,9085618,2526,0.96
MCM2LR,GRADE1,9084434,2457,1
MCM2LR,GRADE1,9141776,1269,0.495
MCM2LR,GRADE1,9141631,2680,1
MCM2LR,GRADE1,9081472,2668,1
MCM2LR,GRADE1,9126911,2788,1
MCM2LR,GRADE1,9081339,3369,1
MCM2LR,GRADE1,9084778,1486,0.563
MCM2LR,GRADE1,9084402,1911,0.866
MCM2LR,GRADE1,9084471,2595,1
MCM2LR,GRADE1,9090565,2640,1
MCM2LR,GRADE1,9088267,2072,0.88
MCM2LR,GRADE1,9117909,2823,1
MCM2LR,GRADE1,9123676,2025,1
MCM2LR,GRADE1,9085869,0,0
MCM2LR,GRADE1,9086651,1516,0.237
MCM2LR,GRADE1,9100009,2431,1
MCM2LR,GRADE1,9100056,2193,1
MCM2LR,GRADE1,9084794,2572,1
MCM2LR,GRADE1,9084437,2421,1
MCM2LR,GRADE1,9114109,898,0.49
MCM2LR,GRADE1,9145413,1964,0.858
MCM2LR,GRADE1,9140298,2464,1
MCM2LR,GRADE1,9085716,2074,0.563
MCM2LR,GRADE1,9084342,1944,1
MCM2LR,GRADE1,9084469,1808,1
SUT2OC,GRADE1,9147668,1178,0.589
SUT2OC,GRADE1,9148128,1655,1
SUT2OC,GRADE1,9135895,2246,1
SUT2OC,GRADE2,9149329,2186,0.889
SUT2OC,GRADE1,9071542,1120,0.734
SUT2OC,GRADE1,9148743,1339,0.516
ANO2LT,GRADE1,9101950,1544,0.551
ANO2LT,GRADE1,9101953,0,0
ANO2LT,GRADE1,9113821,141,0
ANO2LT,GRADE1,9139681,1783,0.197
ANO2LT,GRADE1,9088543,71,0
ANO2LT,GRADE1,9152252,2266,0.962
ANO2LT,GRADE1,9101977,1055,0.361
DUN2OD,GRADE1,9113891,1455,1
DUN2OD,GRADE1,9118026,3147,1
DUN2OD,GRADE1,9142483,1719,1
DUN2OD,GRADE1,9140364,32,0.002
CUR2OD,GRADE1,9114397,1406,0.554
DUN2OD,GRADE1,9120975,1734,0.638
SEM2LT,GRADE1,9143266,1305,0.814
SEM2LT,GRADE1,9143687,1087,0.791
DUN2OD,GRADE1,9143194,1505,0.202
SUT2OC,GRADE1,9092017,1407,0.624
SUT2OC,GRADE1,9143277,0,0
SUT2OC,GRADE2,9143368,2438,0.794
SUT2OC,GRADE1,9143412,2137,0.821
ANO2LT,GRADE1,9070932,1983,0.603
ANO2LT,GRADE1,9068882,1190,0.427
ANO2LT,GRADE2,9327357,2222,0.602
ANO2LT,GRADE1,9070952,1380,0.661
SEM2LT,GRADE1,9125894,925,0.293
DUN2OD,GRADE1,9137242,575,0.216
DUN2OD,GRADE2,9070997,2520,0.975
DUN2OD,GRADE1,9152933,229,0.164
