iid,gcd,student_entity_id,total_minutes,content_progress
GUL2LM,GRADE2,9152415,78,0.018
GUL2LM,GRADE2,9153105,107,0.028
CAM2LM,GRADE2,9106083,0,0
CAM2LM,GRADE2,9142653,2,0
GUL2LM,GRADE2,9079343,269,0.058
FUG2LT,GRADE2,9138433,2099,0.338
FUG2LT,GRADE2,9092467,1170,0.268
FUG2LT,GRADE2,9139607,1854,0.302
FUG2LT,GRADE2,9139641,1561,0.536
FUG2LT,GRADE2,9138760,2261,0.606
SEV2LM,GRADE1,9846077,962,0.349
MCM2LR,GRADE2,9096279,1885,0.552
SEV2LM,GRADE2,9091051,2934,0.843
SEV2LM,GRADE1,10274270,1946,0.617
SEV2LM,GRADE2,9087408,423,0.082
SEV2LM,GRADE2,9138729,2467,0.637
SEV2LM,GRADE2,9069174,3510,0.987
SEV2LM,GRADE2,9075047,2289,0.433
SEV2LM,GRADE2,9153030,2699,0.584
SEV2LM,GRADE2,9109881,2728,1
SEV2LM,GRADE2,9083327,2200,0.971
SEV2LM,GRADE1,9845976,21,0
SEV2LM,GRADE2,9112462,0,0
SEV2LM,GRADE2,9092704,1959,1
SEV2LM,GRADE1,9845931,2910,0.486
SEV2LM,GRADE2,9135280,0,0
SEV2LM,GRADE2,9091080,1722,0.564
HIG2LS,GRADE2,9113076,1236,0.493
SEV2LM,GRADE2,9147582,1770,0.477
HIG2LS,GRADE2,9645971,63,0.008
HIG2LS,GRADE2,9074684,1321,0.655
MCM2LR,GRADE2,9152386,2211,0.717
HIG2LS,GRADE2,9249609,960,0.199
HIG2LS,GRADE2,9142274,720,0.227
MCM2LR,GRADE2,9115251,1233,0.475
SEV2LM,GRADE2,9080819,3400,0.802
FAI2LN,GRADE2,9140692,480,0.078
FAI2LN,GRADE2,9139220,538,0.207
FAI2LN,GRADE2,9140004,634,0.225
MOU2LN,GRADE1,9141524,1766,0.589
MOU2LN,GRADE2,9084938,3024,0.955
MOU2LN,GRADE2,9080944,2831,1
LYN2LM,GRADE2,9152511,2850,0.763
MOU2LN,GRADE2,9091284,0,0
MOU2LN,GRADE2,9145622,2542,1
MOU2LN,GRADE2,9509237,2482,0.79
MOU2LN,GRADE2,9509117,2151,0.701
MOU2LN,GRADE2,9091687,2395,1
MOU2LN,GRADE1,9141523,2387,0.845
LYN2LM,GRADE2,9137159,467,0.167
LYN2LM,GRADE2,9146860,1674,0.602
LYN2LM,GRADE1,9142776,2070,0.471
MOU2LN,GRADE2,9081638,2445,0.566
LYN2LM,GRADE2,9068909,1418,0.451
CYP2OC,GRADE2,9081036,2233,0.961
LYN2LM,GRADE2,9137619,2885,0.969
FAI2LN,GRADE2,9249687,567,0.122
FAI2LN,GRADE2,9146835,208,0.038
FAI2LN,GRADE2,9149212,237,0.052
FAI2LN,GRADE2,9152199,406,0.096
CYP2OC,GRADE2,9151067,3068,1
CYP2OC,GRADE2,9141960,140,0.058
CYP2OC,GRADE2,9142076,2077,0.877
CYP2OC,GRADE2,9113423,1857,0.629
CYP2OC,GRADE2,9141551,2533,1
CYP2OC,GRADE2,9141980,2438,1
CYP2OC,GRADE2,9141983,2139,1
CYP2OC,GRADE2,9148002,2847,1
CYP2OC,GRADE2,9141950,2074,0.901
CYP2OC,GRADE2,9152232,2916,1
CYP2OC,GRADE2,9152224,2338,1
CYP2OC,GRADE2,9091680,2908,0.905
FUG2LT,GRADE2,9135695,1417,0.366
FUG2LT,GRADE2,9138335,2843,0.798
FUG2LT,GRADE2,9137877,0,0
FUG2LT,GRADE2,9079553,2579,0.899
FUG2LT,GRADE2,9152963,2205,0.822
FUG2LT,GRADE2,9135634,2590,0.822
FUG2LT,GRADE2,9068605,2247,0.566
FUG2LT,GRADE2,9087413,2608,0.647
FUG2LT,GRADE2,9087375,2500,1
FUG2LT,GRADE2,9142990,2470,0.338
FUG2LT,GRADE2,9138585,2333,0.379
FUG2LT,GRADE2,9138415,2346,1
FUG2LT,GRADE2,9139101,3023,1
FUG2LT,GRADE2,9139602,2404,1
FUG2LT,GRADE2,9135605,2591,0.788
FUG2LT,GRADE2,9138615,4074,1
FUG2LT,GRADE2,9150973,1163,0.629
FUG2LT,GRADE2,9150935,1139,0.419
FUG2LT,GRADE2,9138600,2791,1
FUG2LT,GRADE2,9087434,1981,0.415
FUG2LT,GRADE2,9138603,1630,0.397
FUG2LT,GRADE2,9118712,3150,1
FUG2LT,GRADE2,9138766,0,0
FUG2LT,GRADE2,9135167,1977,0.641
FUG2LT,GRADE2,9137872,1546,0.461
SEV2LM,GRADE1,9143022,2359,1
MCM2LR,GRADE2,9142808,1917,1
SEV2LM,GRADE1,9171793,0,0
MCM2LR,GRADE2,9152960,1179,0.473
HIG2LS,GRADE2,9135033,435,0.099
HIG2LS,GRADE2,9150331,1758,0.873
MCM2LR,GRADE2,9135622,1571,0.623
SEV2LM,GRADE2,9087361,2451,0.778
HIG2LS,GRADE2,9135730,1620,0.637
SEV2LM,GRADE2,9091966,3157,1
HIG2LS,GRADE2,9090779,293,0.048
HIG2LS,GRADE2,9123716,0,0
HIG2LS,GRADE2,9121703,806,0.213
HIG2LS,GRADE2,9121702,1644,1
HIG2LS,GRADE2,9137871,236,0.076
HIG2LS,GRADE2,9073905,1356,0.288
HIG2LS,GRADE2,9123732,1586,0.719
HIG2LS,GRADE2,9075759,375,0.139
HIG2LS,GRADE2,9075506,924,0.365
HIG2LS,GRADE2,9153097,685,0.28
HIG2LS,GRADE2,9087146,1072,0.415
HIG2LS,GRADE2,9152608,176,0.05
HIG2LS,GRADE2,9075255,374,0.217
HIG2LS,GRADE2,9123704,936,0.485
HIG2LS,GRADE2,9121696,270,0.135
HIG2LS,GRADE2,9152200,322,0.112
SAN2LR,GRADE2,9077118,0,0
GUL2LM,GRADE2,9101575,0,0
CAM2LM,GRADE2,9140883,51,0.008
GUL2LM,GRADE2,9080375,198,0.086
GUL2LM,GRADE2,9135186,544,0.258
GUL2LM,GRADE2,9151265,349,0.235
GUL2LM,GRADE2,9100965,373,0.191
BEA2LM,GRADE1,9152581,926,0.373
GUL2LM,GRADE2,9127617,230,0.044
GUL2LM,GRADE2,9080379,391,0.094
GUL2LM,GRADE2,9080765,295,0.07
GUL2LM,GRADE2,9092070,442,0.276
GUL2LM,GRADE2,9152308,704,0.298
GUL2LM,GRADE2,9150526,371,0.016
GUL2LM,GRADE2,9073367,255,0.127
GUL2LM,GRADE2,9135188,138,0.028
GUL2LM,GRADE2,9152315,105,0.016
GUL2LM,GRADE2,9093695,134,0.034
GUL2LM,GRADE2,9092184,140,0.036
GUL2LM,GRADE2,9101929,447,0.169
HIG2LS,GRADE2,9121674,395,0.147
HIG2LS,GRADE2,9118857,2266,0.969
HIG2LS,GRADE2,9152402,1992,0.703
HIG2LS,GRADE2,9074869,313,0.12
HIG2LS,GRADE2,9122735,1032,0.429
HIG2LS,GRADE2,9122025,470,0.133
HIG2LS,GRADE2,9121772,1233,0.606
HIG2LS,GRADE2,9075480,240,0.074
HIG2LS,GRADE2,9121679,437,0.07
HIG2LS,GRADE2,9121673,1182,0.439
HIG2LS,GRADE2,9121706,1198,0.403
HIG2LS,GRADE2,9121701,277,0.08
HIG2LS,GRADE2,9087218,510,0.133
HIG2LS,GRADE2,9152241,630,0.302
HIG2LS,GRADE2,9075754,2486,1
HIG2LS,GRADE2,9073909,1878,0.433
HIG2LS,GRADE2,9119519,573,0.171
HIG2LS,GRADE2,9150921,432,0.155
HIG2LS,GRADE2,9135712,627,0.461
HIG2LS,GRADE2,9148500,1380,0.576
HIG2LS,GRADE2,9148572,310,0.068
HIG2LS,GRADE2,9101049,729,0.214
HIG2LS,GRADE2,9121677,786,0.336
TAR2OD,GRADE2,9111420,3099,0.925
TAR2OD,GRADE2,9138967,2184,1
TAR2OD,GRADE2,9109629,2297,1
TAR2OD,GRADE2,9109608,2299,0.828
TAR2OD,GRADE2,9075509,2211,0.588
TAR2OD,GRADE2,9075772,2216,1
TAR2OD,GRADE2,9111444,1608,1
TAR2OD,GRADE2,9142329,2243,1
TAR2OD,GRADE2,9113469,2883,0.911
TAR2OD,GRADE2,9113395,1791,0.786
TAR2OD,GRADE2,9113453,3482,0.861
TAR2OD,GRADE2,9113422,2078,0.81
TAR2OD,GRADE2,9106777,2037,0.6
TAR2OD,GRADE2,9109227,2158,1
TAR2OD,GRADE2,9109484,2654,1
TAR2OD,GRADE1,9112959,1662,1
TAR2OD,GRADE1,9092007,2021,1
TAR2OD,GRADE1,9120309,2042,1
TAR2OD,GRADE1,9119875,1904,1
TAR2OD,GRADE1,9091201,2497,1
TAR2OD,GRADE1,9114676,1876,1
TAR2OD,GRADE1,9088190,2754,1
TAR2OD,GRADE1,9152265,2598,1
TAR2OD,GRADE1,9081526,2438,1
TAR2OD,GRADE1,9068107,2191,1
GUL2LM,GRADE2,9093365,524,0.171
GUL2LM,GRADE2,9093099,234,0.056
GUL2LM,GRADE2,9091843,125,0.03
GUL2LM,GRADE2,9093971,79,0.028
FUG2LT,GRADE2,9135660,2616,1
GUL2LM,GRADE2,9091732,131,0.02
GUL2LM,GRADE2,9093188,345,0.165
GUL2LM,GRADE2,9093281,557,0.278
GUL2LM,GRADE2,9093151,92,0.036
GUL2LM,GRADE2,9115217,68,0.034
GUL2LM,GRADE2,9114666,108,0.048
GUL2LM,GRADE2,9148057,296,0.068
GUL2LM,GRADE2,9152210,73,0.028
GUL2LM,GRADE2,9084696,47,0.01
GUL2LM,GRADE2,9100287,28,0.005
GUL2LM,GRADE2,9115293,0,0
GUL2LM,GRADE2,9092219,173,0.036
GUL2LM,GRADE2,9101218,254,0.084
GUL2LM,GRADE2,9084178,159,0.034
GUL2LM,GRADE1,9135607,258,0.079
SAN2LR,GRADE2,9145293,0,0
GUL2LM,GRADE2,9110664,965,0.425
FUG2LT,GRADE2,9078008,2665,0.685
GUL2LM,GRADE2,9151110,157,0.016
GUL2LM,GRADE2,9148597,112,0.02
CAM2LM,GRADE2,9100005,123,0.018
TAR2OD,GRADE1,9146874,2843,1
TAR2OD,GRADE1,9146949,1997,1
TAR2OD,GRADE1,9146962,3119,1
TAR2OD,GRADE1,9141742,2554,1
TAR2OD,GRADE1,9141864,2339,1
TAR2OD,GRADE1,9142627,2413,1
TAR2OD,GRADE1,9144149,1846,1
TAR2OD,GRADE1,9144175,2505,1
TAR2OD,GRADE1,9144202,1957,1
TAR2OD,GRADE1,9113501,952,0.3
TAR2OD,GRADE1,9142210,2336,1
TAR2OD,GRADE1,9146883,2543,1
TAR2OD,GRADE1,9146940,2688,1
TAR2OD,GRADE1,9146931,2194,1
TAR2OD,GRADE1,9141746,2045,1
TAR2OD,GRADE1,9142695,2631,1
TAR2OD,GRADE1,9142666,2499,1
TAR2OD,GRADE1,9143482,2180,1
TAR2OD,GRADE1,9143490,2122,1
TAR2OD,GRADE1,9146266,2242,1
TAR2OD,GRADE1,9144219,2095,1
TAR2OD,GRADE1,9147207,1858,1
TAR2OD,GRADE1,9128858,2465,1
TAR2OD,GRADE1,9093163,2076,1
TAR2OD,GRADE1,9144429,2243,1
TAR2OD,GRADE1,9074679,1898,1
HIG2LS,GRADE2,9121680,824,0.332
HIG2LS,GRADE2,9121648,1369,0.461
HIG2LS,GRADE2,9077403,442,0.06
HIG2LS,GRADE2,9123713,704,0.322
HIG2LS,GRADE2,9076093,496,0.245
HIG2LS,GRADE2,9151622,166,0.07
HIG2LS,GRADE2,9150891,614,0.33
HIG2LS,GRADE2,9077620,870,0.213
HIG2LS,GRADE2,9122731,1667,0.754
HIG2LS,GRADE2,9121705,568,0.122
HIG2LS,GRADE2,9104380,735,0.281
HIG2LS,GRADE2,9077410,1141,0.483
HIG2LS,GRADE2,9082331,424,0.121
MCM2LR,GRADE2,9141674,2068,0.889
SEV2LM,GRADE2,9148594,3279,1
SEV2LM,GRADE2,9135855,1801,0.483
NOR2LM,GRADE2,9151089,1465,0.253
NOR2LM,GRADE2,9075503,1923,0.897
HIG2LS,GRADE2,9151943,373,0.091
MCM2LR,GRADE2,9142429,1554,0.453
MCM2LR,GRADE2,9089223,0,0
MCM2LR,GRADE2,9073372,4010,0.899
MCM2LR,GRADE2,9102463,1402,0.582
MCM2LR,GRADE2,9082506,0,0
CYP2OC,GRADE2,9141954,2388,1
CYP2OC,GRADE2,9093650,1664,0.762
CYP2OC,GRADE2,9142355,1954,0.778
CYP2OC,GRADE2,9142037,2724,0.856
CYP2OC,GRADE2,9152007,4074,1
CYP2OC,GRADE2,9152000,2062,1
CYP2OC,GRADE2,9091542,2528,0.951
CYP2OC,GRADE2,9142591,1041,0.282
CYP2OC,GRADE2,9142011,1959,0.774
CYP2OC,GRADE2,9142050,2314,0.943
CYP2OC,GRADE2,9152160,2614,1
CYP2OC,GRADE2,9152262,1347,0.596
CYP2OC,GRADE2,9141158,2382,0.903
CYP2OC,GRADE2,9113803,1817,0.548
FUG2LT,GRADE2,9077929,946,0.217
GUL2LM,GRADE2,9138002,1051,0.411
SAN2LR,GRADE2,9152235,95,0.04
GUL2LM,GRADE2,9135516,212,0.032
CAM2LM,GRADE2,9073050,0,0
GUL2LM,GRADE2,9074559,108,0.012
BEA2LM,GRADE2,9084599,1029,0.225
CAM2LM,GRADE1,10515475,1361,0.969
FUG2LT,GRADE2,9127377,0,0
FUG2LT,GRADE2,9075940,1797,0.318
FUG2LT,GRADE2,9135482,1992,0.437
SAN2LR,GRADE2,9087035,0,0
BEA2LM,GRADE2,9070430,1767,0.397
FUG2LT,GRADE2,9152268,2060,0.536
CAM2LM,GRADE2,9142972,49,0.016
SAN2LR,GRADE2,9151713,88,0.026
FUG2LT,GRADE2,9093192,2296,0.887
SAN2LR,GRADE2,9150468,798,0.223
SAN2LR,GRADE2,9140543,44,0.006
SAN2LR,GRADE2,9140570,85,0.02
SAN2LR,GRADE2,9114396,0,0
SAN2LR,GRADE1,9073499,161,0.082
CYP2OC,GRADE2,9152043,1955,0.719
CYP2OC,GRADE2,9138717,1560,0.82
CYP2OC,GRADE2,9138519,1296,0.504
CYP2OC,GRADE2,9138698,2863,0.884
CYP2OC,GRADE2,9142522,1472,0.235
CYP2OC,GRADE2,9142592,2973,1
CYP2OC,GRADE2,9135539,2925,1
CYP2OC,GRADE2,9141982,2570,1
CYP2OC,GRADE2,9141202,1741,0.624
CYP2OC,GRADE2,9142114,2103,0.949
CYP2OC,GRADE2,9101257,2311,1
CYP2OC,GRADE2,9142124,2561,1
CYP2OC,GRADE2,9152873,1614,0.574
CYP2OC,GRADE2,9147982,3271,1
CYP2OC,GRADE2,9093493,2247,1
CYP2OC,GRADE1,9595393,1500,0.779
CYP2OC,GRADE2,9113495,2168,0.969
CYP2OC,GRADE2,9142400,1739,0.689
MCM2LR,GRADE2,9080028,3077,1
MCM2LR,GRADE1,9152204,2152,0.924
MCM2LR,GRADE2,9113801,2474,1
MCM2LR,GRADE2,9123721,2017,0.842
MCM2LR,GRADE2,9113806,1870,0.641
MCM2LR,GRADE2,9123710,2852,1
MCM2LR,GRADE2,9123737,2295,0.512
MCM2LR,GRADE2,9114133,2091,0.762
MCM2LR,GRADE2,9074970,27,0.016
SEV2LM,GRADE2,9080836,996,0.277
MCM2LR,GRADE2,9120489,1833,0.449
MCM2LR,GRADE2,9110161,2996,1
MCM2LR,GRADE2,9114123,2471,1
MCM2LR,GRADE2,9114659,2205,1
MCM2LR,GRADE2,9120492,2118,0.749
MCM2LR,GRADE2,9079810,2401,1
MCM2LR,GRADE2,9120396,1412,0.363
MCM2LR,GRADE2,9137843,2532,0.82
MCM2LR,GRADE2,9137884,0,0
MCM2LR,GRADE2,9297294,2281,0.665
MCM2LR,GRADE2,9151659,0,0
MCM2LR,GRADE2,9150490,2609,0.834
MCM2LR,GRADE2,9091893,541,0.04
MCM2LR,GRADE1,10457402,467,0.079
MCM2LR,GRADE2,9150484,1935,0.887
JOH2LN,GRADE2,9142724,538,0.167
JOH2LN,GRADE1,9645980,549,0.185
JOH2LN,GRADE2,9142178,3745,1
JOH2LN,GRADE2,9113915,860,0.254
JOH2LN,GRADE2,9143513,188,0.036
JOH2LN,GRADE2,9093362,2282,1
JOH2LN,GRADE2,9123727,2906,1
JOH2LN,GRADE2,9079713,1403,0.366
JOH2LN,GRADE2,9152243,2346,1
JOH2LN,GRADE2,9152239,2235,1
JOH2LN,GRADE2,9086941,1745,0.943
JOH2LN,GRADE2,9151374,2279,0.895
JOH2LN,GRADE2,9079710,2308,1
JOH2LN,GRADE2,9095574,2377,0.578
JOH2LN,GRADE2,9077761,1662,0.556
JOH2LN,GRADE2,9118843,1558,0.514
JOH2LN,GRADE2,9074924,1777,0.586
JOH2LN,GRADE2,9074922,2687,1
CYP2OC,GRADE1,9595655,1873,1
CYP2OC,GRADE2,9142576,2156,0.933
CYP2OC,GRADE2,9142526,3292,1
CYP2OC,GRADE2,9138005,2102,0.712
CYP2OC,GRADE2,9151103,1945,1
CYP2OC,GRADE2,9151079,2447,1
CYP2OC,GRADE2,9150786,2293,1
CYP2OC,GRADE2,9093506,2227,0.945
CYP2OC,GRADE2,9093599,2423,1
CYP2OC,GRADE2,9142611,2643,1
CYP2OC,GRADE2,9142608,2047,1
CYP2OC,GRADE2,9141156,2844,1
CYP2OC,GRADE2,9141509,1591,0.586
FAI2LN,GRADE2,9135136,994,0.35
LYN2LM,GRADE2,9152861,2549,0.824
FAI2LN,GRADE2,9133447,189,0.034
FAI2LN,GRADE2,9138835,975,0.54
FAI2LN,GRADE2,9079335,783,0.379
CYP2OC,GRADE2,9120203,2189,0.949
FAI2LN,GRADE2,9153143,876,0.221
FAI2LN,GRADE2,9135159,196,0.024
FAI2LN,GRADE2,9093093,276,0.032
FAI2LN,GRADE2,9153055,400,0.133
FAI2LN,GRADE2,9153132,477,0.29
FAI2LN,GRADE2,9083989,100,0.026
FAI2LN,GRADE2,9153077,0,0
SAN2LR,GRADE2,9087986,79,0.02
SAN2LR,GRADE2,9140538,0,0
CAM2LM,GRADE2,9379917,0,0
FUG2LT,GRADE2,9077466,1976,0.608
SAN2LR,GRADE2,9109362,0,0
SAN2LR,GRADE2,9080224,0,0
SAN2LR,GRADE2,9141268,0,0
SAN2LR,GRADE2,9135876,33,0
SAN2LR,GRADE1,9142907,143,0.025
GUL2LM,GRADE2,9141359,525,0.262
SAN2LR,GRADE2,9137702,19,0.002
SAN2LR,GRADE2,9073458,85,0.014
SAN2LR,GRADE2,9073376,0,0
SAN2LR,GRADE2,9133423,963,0.425
GUL2LM,GRADE2,9139949,1007,0.461
SAN2LR,GRADE2,9127221,48,0.016
GUL2LM,GRADE2,9137515,705,0.407
CAM2LM,GRADE2,9110425,46,0.016
BEA2LM,GRADE2,9135642,53,0.016
FUG2LT,GRADE2,9170650,1729,0.594
FUG2LT,GRADE2,9117679,1356,0.564
FUG2LT,GRADE2,9147777,883,0.371
FUG2LT,GRADE2,9087080,1351,0.389
AZA2LN,GRADE2,9141444,2767,0.792
FAI2LN,GRADE2,9114147,737,0.213
FAI2LN,GRADE1,9135193,120,0.039
FAI2LN,GRADE2,9080331,436,0.149
FAI2LN,GRADE2,9118698,383,0.074
FAI2LN,GRADE2,9152237,508,0.114
LYN2LM,GRADE2,9141677,1436,0.372
LYN2LM,GRADE2,9100146,0,0
MOU2LN,GRADE2,9137115,1864,0.639
LYN2LM,GRADE2,9077894,1987,0.648
FAI2LN,GRADE2,10098139,105,0.04
CYP2OC,GRADE2,9116479,264,0.147
LYN2LM,GRADE2,9137692,1993,0.901
LYN2LM,GRADE2,9137998,1274,0.32
LYN2LM,GRADE2,9138004,1812,0.407
LYN2LM,GRADE2,9151923,3326,0.806
LYN2LM,GRADE2,9151282,1533,0.572
LYN2LM,GRADE2,9151312,1627,0.381
LYN2LM,GRADE2,9152952,2397,0.722
LYN2LM,GRADE2,9152958,1458,0.526
LYN2LM,GRADE2,9107574,1153,0.546
LYN2LM,GRADE2,9140222,4757,1
JOH2LN,GRADE2,9153033,0,0
JOH2LN,GRADE1,9172440,0,0
JOH2LN,GRADE2,9379909,1460,0.528
JOH2LN,GRADE2,9118806,2023,0.73
JOH2LN,GRADE2,9083164,2523,1
JOH2LN,GRADE2,9148589,1729,0.501
JOH2LN,GRADE2,9127391,892,0.6
JOH2LN,GRADE2,9148846,1776,0.868
JOH2LN,GRADE2,9137737,3576,1
JOH2LN,GRADE2,9152161,1652,0.768
JOH2LN,GRADE1,10529892,269,0.033
JOH2LN,GRADE2,9121681,1422,0.139
JOH2LN,GRADE2,9127602,2336,1
JOH2LN,GRADE2,9127606,374,0.552
JOH2LN,GRADE2,9148621,1150,0.526
JOH2LN,GRADE2,9077936,2102,0.75
JOH2LN,GRADE2,9121616,1017,0.177
JOH2LN,GRADE2,9149205,2498,1
JOH2LN,GRADE2,9147963,1250,0.479
JOH2LN,GRADE2,9148654,1740,0.645
JOH2LN,GRADE2,9138705,2513,1
JOH2LN,GRADE2,9087123,1506,0.443
JOH2LN,GRADE2,9125590,1180,0.877
AZA2LN,GRADE2,9086719,1768,0.784
AZA2LN,GRADE2,9137209,1109,0.151
AZA2LN,GRADE2,9149897,2181,0.844
AZA2LN,GRADE2,9139407,2181,1
AZA2LN,GRADE2,9121353,1507,0.643
AZA2LN,GRADE2,9123408,15,0
AZA2LN,GRADE2,9086721,874,0.304
AZA2LN,GRADE2,9150128,1583,0.52
AZA2LN,GRADE2,9080132,2158,0.738
AZA2LN,GRADE2,9084447,1615,0.651
AZA2LN,GRADE2,9148683,2126,0.765
AZA2LN,GRADE1,9147061,1973,1
AZA2LN,GRADE2,9123456,1414,0.532
AZA2LN,GRADE2,9073654,1309,0.383
BEL2LS,GRADE2,9140498,1979,0.806
BEL2LS,GRADE2,9100684,2059,0.594
BEL2LS,GRADE2,9128663,4515,1
MCM2LR,GRADE2,9151986,1644,0.332
MCM2LR,GRADE2,9142445,3627,1
MCM2LR,GRADE2,9142941,1940,0.58
MCM2LR,GRADE2,9113520,1107,0.403
MCM2LR,GRADE2,9114713,1999,0.703
HIG2LS,GRADE2,9148637,415,0.215
MCM2LR,GRADE2,9114657,1901,0.62
MCM2LR,GRADE2,9123693,2764,1
MCM2LR,GRADE2,9123717,1699,0.497
MCM2LR,GRADE2,9142715,1574,0.6
MCM2LR,GRADE2,9113485,2394,0.899
MCM2LR,GRADE2,9084191,2116,0.693
MCM2LR,GRADE2,9114751,2117,0.875
MCM2LR,GRADE2,9135088,754,0.383
NOR2LM,GRADE2,9077943,1249,0.395
MCM2LR,GRADE2,9135936,2110,0.836
MCM2LR,GRADE2,9084234,567,0.064
MCM2LR,GRADE2,9084196,1851,0.566
MCM2LR,GRADE2,9117366,0,0
MCM2LR,GRADE2,9123707,2407,0.774
MCM2LR,GRADE2,9114654,3251,1
MCM2LR,GRADE2,9149554,1961,0.911
MCM2LR,GRADE2,9149553,0,0
MCM2LR,GRADE2,9123695,1973,0.369
LYN2LM,GRADE2,9152075,1587,0.314
LYN2LM,GRADE2,9152002,1813,0.879
LYN2LM,GRADE2,9119465,2228,0.562
LYN2LM,GRADE2,9150792,1689,0.661
LYN2LM,GRADE2,9137996,1896,0.816
LYN2LM,GRADE2,9135505,1135,0.266
LYN2LM,GRADE2,9114192,1113,0.37
LYN2LM,GRADE2,9148613,1663,0.401
LYN2LM,GRADE2,9124739,4958,0.883
LYN2LM,GRADE2,9143744,1580,0.786
LYN2LM,GRADE2,9135161,1978,0.846
LYN2LM,GRADE2,9089309,101,0.022
MOU2LN,GRADE2,9137719,3356,0.818
LYN2LM,GRADE2,9142343,4436,0.596
LYN2LM,GRADE2,9137684,2565,1
LYN2LM,GRADE2,9150788,2343,0.612
LYN2LM,GRADE2,9119524,2538,0.596
LYN2LM,GRADE2,9152234,1676,0.897
LYN2LM,GRADE2,9118327,3133,0.792
LYN2LM,GRADE2,9135693,2009,0.389
LYN2LM,GRADE2,9144365,2177,0.629
LYN2LM,GRADE2,9139736,2469,0.901
LYN2LM,GRADE2,9151273,1657,0.314
LYN2LM,GRADE2,9139696,1931,0.663
LYN2LM,GRADE2,9139689,2689,1
LYN2LM,GRADE2,9141634,2231,0.538
BEL2LS,GRADE2,9137519,1960,0.941
BEL2LS,GRADE2,9147119,2684,0.725
BEL2LS,GRADE2,9135452,2044,0.659
BEL2LS,GRADE2,9088928,1812,0.429
BEL2LS,GRADE2,9071135,2352,0.81
BEL2LS,GRADE2,9091053,3284,1
BEL2LS,GRADE2,9144437,2891,0.77
BEL2LS,GRADE2,9068146,2801,1
BEL2LS,GRADE2,9128390,2164,0.891
BEL2LS,GRADE2,9143107,1180,0.35
LAK2OC,GRADE2,9379703,1805,0.877
LAK2OC,GRADE1,9120627,0,0
BEL2LS,GRADE2,9117958,2754,1
AZA2LN,GRADE2,9138764,1673,0.495
BEL2LS,GRADE2,9112840,2854,0.683
LAK2OC,GRADE2,9104245,2695,1
LAK2OC,GRADE2,9076875,1990,0.844
LAK2OC,GRADE2,9147084,1923,0.485
LAK2OC,GRADE2,9141431,3038,0.911
LAK2OC,GRADE2,9140667,3065,1
LAK2OC,GRADE2,9088508,2167,0.832
LAK2OC,GRADE2,9111344,3376,1
LAK2OC,GRADE2,9091100,1883,0.578
LAK2OC,GRADE2,9104645,3148,0.731
LYN2LM,GRADE2,9150782,1835,0.826
LYN2LM,GRADE2,9151053,1659,0.368
LYN2LM,GRADE2,9135158,3861,1
FAI2LN,GRADE2,9074674,978,0.366
LYN2LM,GRADE2,9151716,1890,0.665
MOU2LN,GRADE2,9143792,3828,1
MOU2LN,GRADE2,9068094,2396,1
MOU2LN,GRADE2,9086122,3485,1
MOU2LN,GRADE2,9085363,3075,0.834
MOU2LN,GRADE2,9509206,1750,0.457
MOU2LN,GRADE2,9152311,1715,0.639
MOU2LN,GRADE2,9139899,3925,0.893
LYN2LM,GRADE2,9151028,1288,0.217
MOU2LN,GRADE1,9087143,1639,0.873
MOU2LN,GRADE2,9509097,972,0.29
MOU2LN,GRADE2,9509098,2524,1
MOU2LN,GRADE2,9139748,3016,1
MOU2LN,GRADE2,9139747,2045,0.963
MOU2LN,GRADE2,9138777,3064,1
MOU2LN,GRADE2,9086204,3099,0.818
MOU2LN,GRADE2,9509191,1014,0.122
MOU2LN,GRADE2,9509194,2592,0.874
MOU2LN,GRADE2,9509239,4383,0.87
MCM2LR,GRADE2,9123724,1713,0.891
MCM2LR,GRADE2,9140433,2333,0.784
NOR2LM,GRADE2,9151015,1310,0.6
NOR2LM,GRADE2,9081395,1394,0.544
NOR2LM,GRADE2,9081479,2063,1
NOR2LM,GRADE2,9138622,2299,1
NOR2LM,GRADE2,9075437,1594,0.433
NOR2LM,GRADE2,9142830,2012,0.691
NOR2LM,GRADE2,9142926,1797,0.35
NOR2LM,GRADE2,9142824,2062,0.493
NOR2LM,GRADE2,9139455,1643,0.26
NOR2LM,GRADE2,9075438,1622,0.362
NOR2LM,GRADE2,9118936,1451,0.191
NOR2LM,GRADE2,9079831,2644,0.645
NOR2LM,GRADE2,9079423,3818,1
NOR2LM,GRADE2,9140206,1527,0.369
NOR2LM,GRADE2,9115123,2938,0.981
NOR2LM,GRADE2,9113632,2501,0.963
NOR2LM,GRADE2,9139631,0,0
NOR2LM,GRADE1,9075115,679,0.429
NOR2LM,GRADE2,9113705,2595,0.691
NOR2LM,GRADE2,9149812,1906,0.453
LAK2OC,GRADE2,9097791,3024,1
LAK2OC,GRADE2,9104350,2393,0.808
LAK2OC,GRADE2,9146550,1626,0.657
LAK2OC,GRADE2,9142376,2930,0.661
LAK2OC,GRADE2,9072010,2540,0.919
LAK2OC,GRADE2,9081097,2271,0.852
LAK2OC,GRADE2,9146680,1815,0.61
LAK2OC,GRADE2,9141464,1655,0.725
LAK2OC,GRADE2,9141796,1867,1
LAK2OC,GRADE2,9074177,1477,0.564
